cell_type	target	filetype	download_link	source	assembly
GM12878	NFATC1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF963CDS/@@download/ENCFF963CDS.bigWig	ENCODE	hg19
GM12878	ZNF207	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF471CVE/@@download/ENCFF471CVE.bigBed	ENCODE	hg19
GM12878	ZNF207	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF484ZSZ/@@download/ENCFF484ZSZ.bigWig	ENCODE	hg19
GM12878	BMI1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF792OHO/@@download/ENCFF792OHO.bigBed	ENCODE	hg19
GM12878	BMI1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF407PLR/@@download/ENCFF407PLR.bigWig	ENCODE	hg19
GM12878	SREBF2	peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF000WEE/@@download/ENCFF000WEE.bigBed	ENCODE	hg19
GM12878	SUZ12	pseudoreplicated IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF093MSD/@@download/ENCFF093MSD.bigBed	ENCODE	hg19
GM12878	SUZ12	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF876VVJ/@@download/ENCFF876VVJ.bigWig	ENCODE	hg19
GM12878	EBF1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF702YUA/@@download/ENCFF702YUA.bigBed	ENCODE	hg19
GM12878	EBF1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF499QLO/@@download/ENCFF499QLO.bigWig	ENCODE	hg19
GM12878	POLR2AphosphoS5	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF475UZP/@@download/ENCFF475UZP.bigBed	ENCODE	hg19
GM12878	POLR2AphosphoS5	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF002UPS/@@download/ENCFF002UPS.bigWig	ENCODE	hg19
GM12878	CHD2	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF848RCO/@@download/ENCFF848RCO.bigBed	ENCODE	hg19
GM12878	CHD2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF963XEI/@@download/ENCFF963XEI.bigWig	ENCODE	hg19
GM12878	CUX1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF968FGD/@@download/ENCFF968FGD.bigBed	ENCODE	hg19
GM12878	CUX1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF086OCM/@@download/ENCFF086OCM.bigWig	ENCODE	hg19
GM12878	MAZ	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF084RZM/@@download/ENCFF084RZM.bigBed	ENCODE	hg19
GM12878	MAZ	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF197TNR/@@download/ENCFF197TNR.bigWig	ENCODE	hg19
GM12878	WRNIP1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF354MYM/@@download/ENCFF354MYM.bigBed	ENCODE	hg19
GM12878	WRNIP1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF526WWD/@@download/ENCFF526WWD.bigWig	ENCODE	hg19
GM12878	ELF1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF686WUZ/@@download/ENCFF686WUZ.bigBed	ENCODE	hg19
GM12878	ELF1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF937HON/@@download/ENCFF937HON.bigWig	ENCODE	hg19
GM12878	EED	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF841AWG/@@download/ENCFF841AWG.bigBed	ENCODE	hg19
GM12878	EED	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF758PJS/@@download/ENCFF758PJS.bigWig	ENCODE	hg19
GM12878	JUND	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF017BUS/@@download/ENCFF017BUS.bigBed	ENCODE	hg19
GM12878	JUND	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF505IBJ/@@download/ENCFF505IBJ.bigWig	ENCODE	hg19
GM12878	NRF1	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF944FSS/@@download/ENCFF944FSS.bigBed	ENCODE	hg19
GM12878	NRF1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF323SMV/@@download/ENCFF323SMV.bigWig	ENCODE	hg19
GM12878	USF1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF615SEL/@@download/ENCFF615SEL.bigBed	ENCODE	hg19
GM12878	USF1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF427RYH/@@download/ENCFF427RYH.bigWig	ENCODE	hg19
GM12878	SREBF1	peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF000WDV/@@download/ENCFF000WDV.bigBed	ENCODE	hg19
GM12878	ESRRA	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF264IQF/@@download/ENCFF264IQF.bigBed	ENCODE	hg19
GM12878	ESRRA	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF774MPS/@@download/ENCFF774MPS.bigWig	ENCODE	hg19
GM12878	USF2	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF867VZN/@@download/ENCFF867VZN.bigBed	ENCODE	hg19
GM12878	USF2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF830RBU/@@download/ENCFF830RBU.bigWig	ENCODE	hg19
GM12878	IRF3	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF512ITG/@@download/ENCFF512ITG.bigBed	ENCODE	hg19
GM12878	IRF3	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF785IFK/@@download/ENCFF785IFK.bigWig	ENCODE	hg19
GM12878	H3K4me2	replicated peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF996EPO/@@download/ENCFF996EPO.bigBed	ENCODE	hg19
GM12878	H3K4me2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF828CQV/@@download/ENCFF828CQV.bigWig	ENCODE	hg19
GM12878	H3K9me3	replicated peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF182RDH/@@download/ENCFF182RDH.bigBed	ENCODE	hg19
GM12878	H3K9me3	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF776OVW/@@download/ENCFF776OVW.bigWig	ENCODE	hg19
GM12878	ETS1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF116FMX/@@download/ENCFF116FMX.bigBed	ENCODE	hg19
GM12878	ETS1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF292DYY/@@download/ENCFF292DYY.bigWig	ENCODE	hg19
GM12878	MAX	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF580WAR/@@download/ENCFF580WAR.bigBed	ENCODE	hg19
GM12878	MAX	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF129MWP/@@download/ENCFF129MWP.bigWig	ENCODE	hg19
GM12878	H3K27ac	replicated peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF266DUJ/@@download/ENCFF266DUJ.bigBed	ENCODE	hg19
GM12878	H3K27ac	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF180LKW/@@download/ENCFF180LKW.bigWig	ENCODE	hg19
GM12878	CBX5	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF061RWI/@@download/ENCFF061RWI.bigBed	ENCODE	hg19
GM12878	CBX5	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF442AII/@@download/ENCFF442AII.bigWig	ENCODE	hg19
GM12878	MEF2C	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF106GZB/@@download/ENCFF106GZB.bigBed	ENCODE	hg19
GM12878	MEF2C	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF845FPS/@@download/ENCFF845FPS.bigWig	ENCODE	hg19
GM12878	HCFC1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF937AQB/@@download/ENCFF937AQB.bigBed	ENCODE	hg19
GM12878	HCFC1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF686ASL/@@download/ENCFF686ASL.bigWig	ENCODE	hg19
GM12878	MYB	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF157SEX/@@download/ENCFF157SEX.bigBed	ENCODE	hg19
GM12878	MYB	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF784YSY/@@download/ENCFF784YSY.bigWig	ENCODE	hg19
GM12878	GABPA	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF340PXK/@@download/ENCFF340PXK.bigBed	ENCODE	hg19
GM12878	GABPA	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF529FLT/@@download/ENCFF529FLT.bigWig	ENCODE	hg19
GM12878	KLF5	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF496ARE/@@download/ENCFF496ARE.bigBed	ENCODE	hg19
GM12878	KLF5	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF279FLZ/@@download/ENCFF279FLZ.bigWig	ENCODE	hg19
GM12878	ATF7	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF088INN/@@download/ENCFF088INN.bigBed	ENCODE	hg19
GM12878	ATF7	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF998ZHO/@@download/ENCFF998ZHO.bigWig	ENCODE	hg19
GM12878	CEBPZ	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF438QAQ/@@download/ENCFF438QAQ.bigBed	ENCODE	hg19
GM12878	CEBPZ	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF183UMP/@@download/ENCFF183UMP.bigWig	ENCODE	hg19
GM12878	SKIL	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF506YUZ/@@download/ENCFF506YUZ.bigBed	ENCODE	hg19
GM12878	SKIL	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF261BLY/@@download/ENCFF261BLY.bigWig	ENCODE	hg19
GM12878	HDAC2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF974QXE/@@download/ENCFF974QXE.bigBed	ENCODE	hg19
GM12878	HDAC2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF675TUL/@@download/ENCFF675TUL.bigWig	ENCODE	hg19
GM12878	KDM1A	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF960KLA/@@download/ENCFF960KLA.bigBed	ENCODE	hg19
GM12878	KDM1A	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF777QJK/@@download/ENCFF777QJK.bigWig	ENCODE	hg19
GM12878	TBX21	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF362HQV/@@download/ENCFF362HQV.bigBed	ENCODE	hg19
GM12878	TBX21	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF193RDB/@@download/ENCFF193RDB.bigWig	ENCODE	hg19
GM12878	FOXK2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF266WRI/@@download/ENCFF266WRI.bigBed	ENCODE	hg19
GM12878	FOXK2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF285JUZ/@@download/ENCFF285JUZ.bigWig	ENCODE	hg19
GM12878	ZBED1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF613ZJY/@@download/ENCFF613ZJY.bigBed	ENCODE	hg19
GM12878	ZBED1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF546BYE/@@download/ENCFF546BYE.bigWig	ENCODE	hg19
GM12878	KAT2A	peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF000VVN/@@download/ENCFF000VVN.bigBed	ENCODE	hg19
GM12878	BATF	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF243MVH/@@download/ENCFF243MVH.bigBed	ENCODE	hg19
GM12878	BATF	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF413PZT/@@download/ENCFF413PZT.bigWig	ENCODE	hg19
GM12878	PKNOX1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF161FIT/@@download/ENCFF161FIT.bigBed	ENCODE	hg19
GM12878	PKNOX1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF837DPP/@@download/ENCFF837DPP.bigWig	ENCODE	hg19
GM12878	CBFB	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF741OJZ/@@download/ENCFF741OJZ.bigBed	ENCODE	hg19
GM12878	CBFB	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF327KPH/@@download/ENCFF327KPH.bigWig	ENCODE	hg19
GM12878	ASH2L	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF132JCL/@@download/ENCFF132JCL.bigBed	ENCODE	hg19
GM12878	ASH2L	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF664LBN/@@download/ENCFF664LBN.bigWig	ENCODE	hg19
GM12878	IKZF2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF205UJI/@@download/ENCFF205UJI.bigBed	ENCODE	hg19
GM12878	IKZF2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF045XLJ/@@download/ENCFF045XLJ.bigWig	ENCODE	hg19
GM12878	ZNF592	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF726EJL/@@download/ENCFF726EJL.bigBed	ENCODE	hg19
GM12878	ZNF592	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF636MWX/@@download/ENCFF636MWX.bigWig	ENCODE	hg19
GM12878	HDGF	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF247RBA/@@download/ENCFF247RBA.bigBed	ENCODE	hg19
GM12878	HDGF	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF303UTJ/@@download/ENCFF303UTJ.bigWig	ENCODE	hg19
GM12878	YBX1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF377OUN/@@download/ENCFF377OUN.bigBed	ENCODE	hg19
GM12878	YBX1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF026GPY/@@download/ENCFF026GPY.bigWig	ENCODE	hg19
GM12878	ZNF217	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF918SNN/@@download/ENCFF918SNN.bigBed	ENCODE	hg19
GM12878	ZNF217	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF998OVR/@@download/ENCFF998OVR.bigWig	ENCODE	hg19
GM12878	ZNF24	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF110BUK/@@download/ENCFF110BUK.bigBed	ENCODE	hg19
GM12878	ZNF24	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF133LHQ/@@download/ENCFF133LHQ.bigWig	ENCODE	hg19
GM12878	LARP7	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF812RAY/@@download/ENCFF812RAY.bigBed	ENCODE	hg19
GM12878	LARP7	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF488DHD/@@download/ENCFF488DHD.bigWig	ENCODE	hg19
GM12878	NR2F1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF377VLA/@@download/ENCFF377VLA.bigBed	ENCODE	hg19
GM12878	NR2F1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF653AWK/@@download/ENCFF653AWK.bigWig	ENCODE	hg19
GM12878	RELB	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF493CKV/@@download/ENCFF493CKV.bigBed	ENCODE	hg19
GM12878	RELB	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF389ZFU/@@download/ENCFF389ZFU.bigWig	ENCODE	hg19
GM12878	ZNF622	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF335PYJ/@@download/ENCFF335PYJ.bigBed	ENCODE	hg19
GM12878	ZNF622	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF085HIP/@@download/ENCFF085HIP.bigWig	ENCODE	hg19
GM12878	RB1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF942SCN/@@download/ENCFF942SCN.bigBed	ENCODE	hg19
GM12878	RB1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF487HQU/@@download/ENCFF487HQU.bigWig	ENCODE	hg19
GM12878	BACH1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF613NTN/@@download/ENCFF613NTN.bigBed	ENCODE	hg19
GM12878	BACH1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF184PLB/@@download/ENCFF184PLB.bigWig	ENCODE	hg19
GM12878	NKRF	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF083JTY/@@download/ENCFF083JTY.bigBed	ENCODE	hg19
GM12878	NKRF	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF410LVR/@@download/ENCFF410LVR.bigWig	ENCODE	hg19
GM12878	NFATC3	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF450FQN/@@download/ENCFF450FQN.bigBed	ENCODE	hg19
GM12878	NFATC3	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF799JAS/@@download/ENCFF799JAS.bigWig	ENCODE	hg19
GM12878	ZNF687	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF680WTT/@@download/ENCFF680WTT.bigBed	ENCODE	hg19
GM12878	ZNF687	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF082CZO/@@download/ENCFF082CZO.bigWig	ENCODE	hg19
GM12878	NR2C1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF767ZHD/@@download/ENCFF767ZHD.bigBed	ENCODE	hg19
GM12878	NR2C1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF165WVA/@@download/ENCFF165WVA.bigWig	ENCODE	hg19
GM12878	SMAD1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF644PRE/@@download/ENCFF644PRE.bigBed	ENCODE	hg19
GM12878	SMAD1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF202VQL/@@download/ENCFF202VQL.bigWig	ENCODE	hg19
GM12878	SMARCA5	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF826XOP/@@download/ENCFF826XOP.bigBed	ENCODE	hg19
GM12878	SMARCA5	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF943WFE/@@download/ENCFF943WFE.bigWig	ENCODE	hg19
GM12878	DPF2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF196BMD/@@download/ENCFF196BMD.bigBed	ENCODE	hg19
GM12878	DPF2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF682POX/@@download/ENCFF682POX.bigWig	ENCODE	hg19
GM12878	GATAD2B	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF874DBO/@@download/ENCFF874DBO.bigBed	ENCODE	hg19
GM12878	GATAD2B	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF914CTT/@@download/ENCFF914CTT.bigWig	ENCODE	hg19
GM12878	RAD51	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF193UZT/@@download/ENCFF193UZT.bigBed	ENCODE	hg19
GM12878	RAD51	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF017TFI/@@download/ENCFF017TFI.bigWig	ENCODE	hg19
GM12878	CHD4	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF327MQY/@@download/ENCFF327MQY.bigBed	ENCODE	hg19
GM12878	CHD4	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF642RXD/@@download/ENCFF642RXD.bigWig	ENCODE	hg19
GM12878	ZBTB40	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF933WSV/@@download/ENCFF933WSV.bigBed	ENCODE	hg19
GM12878	ZBTB40	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF806TXV/@@download/ENCFF806TXV.bigWig	ENCODE	hg19
GM12878	ARID3A	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF791GSE/@@download/ENCFF791GSE.bigBed	ENCODE	hg19
GM12878	ARID3A	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF006RQH/@@download/ENCFF006RQH.bigWig	ENCODE	hg19
GM12878	ARNT	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF091ZZL/@@download/ENCFF091ZZL.bigBed	ENCODE	hg19
GM12878	ARNT	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF489AGF/@@download/ENCFF489AGF.bigWig	ENCODE	hg19
GM12878	NFXL1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF042RTT/@@download/ENCFF042RTT.bigBed	ENCODE	hg19
GM12878	NFXL1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF502QYQ/@@download/ENCFF502QYQ.bigWig	ENCODE	hg19
GM12878	ZSCAN29	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF670DVM/@@download/ENCFF670DVM.bigBed	ENCODE	hg19
GM12878	ZSCAN29	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF964JLQ/@@download/ENCFF964JLQ.bigWig	ENCODE	hg19
K562	USF2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF399ILC/@@download/ENCFF399ILC.bigBed	ENCODE	hg19
K562	USF2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF605DSA/@@download/ENCFF605DSA.bigWig	ENCODE	hg19
K562	CEBPB	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF446NGE/@@download/ENCFF446NGE.bigBed	ENCODE	hg19
K562	CEBPB	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF513ZML/@@download/ENCFF513ZML.bigWig	ENCODE	hg19
K562	SMC3	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF011ZYD/@@download/ENCFF011ZYD.bigBed	ENCODE	hg19
K562	SMC3	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF479BWQ/@@download/ENCFF479BWQ.bigWig	ENCODE	hg19
K562	TEAD4	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF907BVK/@@download/ENCFF907BVK.bigBed	ENCODE	hg19
K562	TEAD4	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF920AQK/@@download/ENCFF920AQK.bigWig	ENCODE	hg19
K562	EGR1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF223QPY/@@download/ENCFF223QPY.bigBed	ENCODE	hg19
K562	EGR1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF933FEZ/@@download/ENCFF933FEZ.bigWig	ENCODE	hg19
K562	ZNF143	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF718MRX/@@download/ENCFF718MRX.bigBed	ENCODE	hg19
K562	ZNF143	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF178RYF/@@download/ENCFF178RYF.bigWig	ENCODE	hg19
K562	MEF2A	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF701ZYD/@@download/ENCFF701ZYD.bigBed	ENCODE	hg19
K562	MEF2A	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF479KSD/@@download/ENCFF479KSD.bigWig	ENCODE	hg19
K562	TRIM28	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF959MYV/@@download/ENCFF959MYV.bigBed	ENCODE	hg19
K562	TRIM28	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF910BQM/@@download/ENCFF910BQM.bigWig	ENCODE	hg19
K562	RCOR1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF054TMM/@@download/ENCFF054TMM.bigBed	ENCODE	hg19
K562	RCOR1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF550TDY/@@download/ENCFF550TDY.bigWig	ENCODE	hg19
K562	BHLHE40	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF815ARN/@@download/ENCFF815ARN.bigBed	ENCODE	hg19
K562	BHLHE40	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF765OJY/@@download/ENCFF765OJY.bigWig	ENCODE	hg19
K562	NR2F2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF613RMS/@@download/ENCFF613RMS.bigBed	ENCODE	hg19
K562	NR2F2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF335LTU/@@download/ENCFF335LTU.bigWig	ENCODE	hg19
K562	GABPA	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF035OWM/@@download/ENCFF035OWM.bigBed	ENCODE	hg19
K562	GABPA	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF869WSZ/@@download/ENCFF869WSZ.bigWig	ENCODE	hg19
K562	JUND	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF941ZJD/@@download/ENCFF941ZJD.bigBed	ENCODE	hg19
K562	JUND	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF709JGL/@@download/ENCFF709JGL.bigWig	ENCODE	hg19
K562	MAX	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF579DYT/@@download/ENCFF579DYT.bigBed	ENCODE	hg19
K562	MAX	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF626PTB/@@download/ENCFF626PTB.bigWig	ENCODE	hg19
K562	CUX1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF653HIF/@@download/ENCFF653HIF.bigBed	ENCODE	hg19
K562	CUX1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF950NCQ/@@download/ENCFF950NCQ.bigWig	ENCODE	hg19
K562	ZNF384	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF587KYY/@@download/ENCFF587KYY.bigBed	ENCODE	hg19
